"","Incident_Nr","TimeReported","Activity","Disposition","Officer","Location"
"25402",200000054292,"10/15/2020  7:23:38 AM","Directed/Area Enforcement","No Report","Allen, Ashley","2951 Blanco Vista Blvd"
"25403",200000054294,"10/15/2020  7:32:24 AM","Sexual Assault - Child","Report","Allen, Ashley","100blk Bert Brown Rd"
"25404",200000054295,"10/15/2020  7:33:05 AM","Directed/Area Enforcement","No Report","Salazar, Linda","1437 Post Rd"
"25405",200000054296,"10/15/2020  7:33:30 AM","Harassment","Refer To COPR","Harrison, Todd","317 Craddock Ave"
"25406",200000054299,"10/15/2020  8:00:20 AM","Foot Patrol","No Report","Sembera, Jeremy","1015 Hwy 80"
"25407",200000054303,"10/15/2020  8:39:20 AM","Trespassing/Unwanted","No Report","Salazar, Linda","2212 N IH 35"
"25408",200000054304,"10/15/2020  8:42:08 AM","Supplement","No Report","Ellingson, Brian","4300 S IH 35"
"25409",200000054307,"10/15/2020  9:01:54 AM","Investigation","No Report","Saavedra, Tim","2300 S IH 35"
"25410",200000054308,"10/15/2020  9:05:47 AM","Public Assist","No Report","Ellingson, Brian","York Creek/E Access"
"25411",200000054309,"10/15/2020  9:18:15 AM","Viol City Ordinance","No Contact","Clark, Jacob","606 River Rd"
"25412",200000054312,"10/15/2020  9:30:27 AM","Trespassing/Unwanted","Warning","Salazar, Linda","217 W Hopkins St"
"25413",200000054313,"10/15/2020  9:35:21 AM","Information","No Report","","1285 S IH 35"
"25414",200000054314,"10/15/2020  9:41:15 AM","Welfare Concern","No Report","Allen, Ashley","1623 Aquarena Springs Dr"
"25415",200000054315,"10/15/2020  9:56:22 AM","Supplement","Report","Drake, Denise","2300 S IH 35"
"25416",200000054316,"10/15/2020  10:15:21 AM","Theft","No Report","Davis, Colton","136 Heartleaf Rd"
"25417",200000054317,"10/15/2020  10:23:35 AM","Disturbance - Phys/Fight","No Report","Allen, Ashley","1754 River Rd"
"25418",200000054318,"10/15/2020  10:28:03 AM","Wanted Person","No Report","Beach, Brian","191 Cotter Ave"
"25419",200000054320,"10/15/2020  10:45:46 AM","Trespassing/Unwanted","Unfounded","Ellingson, Brian","210 S Stagecoach Trl"
"25420",200000054321,"10/15/2020  10:58:18 AM","Burglary - Habitation","No Report","Sembera, Jeremy","705 River Rd"
"25421",200000054322,"10/15/2020  11:06:19 AM","Vehicle Theft","Report","Ellingson, Brian","1415 Craddock Ave"
"25422",200000054323,"10/15/2020  11:08:41 AM","Criminal Mischief","Refer To COPR","Allen, Ashley","109 West Ave"
"25423",200000054325,"10/15/2020  11:38:26 AM","Burglary - Building","Report","Saavedra, Tim","1845 Peter Garza St"
"25424",200000054326,"10/15/2020  11:44:00 AM","Assault","Report","Spriegel, Sandra","2300 S IH 35"
"25425",200000054328,"10/15/2020  12:01:55 PM","Vehicle Theft","Report","Allen, Ashley","109 West Ave"
"25426",200000054329,"10/15/2020  12:04:34 PM","Burglary - Vehicle","No Report","Harrison, Todd","1902 Dutton Dr"
"25427",200000054330,"10/15/2020  12:13:37 PM","Disturbance - Phys/Fight","Unfounded","Salazar, Linda","1629 Post Rd"
"25428",200000054331,"10/15/2020  12:14:53 PM","Disturbance - Verbal","Report","Davis, Colton","2300 S IH 35"
"25429",200000054332,"10/15/2020  12:21:16 PM","Trespassing/Unwanted","Verbal Warning","Ellingson, Brian","3936 S IH 35"
"25430",200000054333,"10/15/2020  12:26:49 PM","Disturbance - Verbal","Cancelled","","921 Hwy 80"
"25431",200000054334,"10/15/2020  12:27:28 PM","Attempt to Locate","Unfounded","","208 E Access Rd"
"25432",200000054335,"10/15/2020  12:29:54 PM","Criminal Mischief","Report","Sembera, Jeremy","326 Trestle Tree"
"25433",200000054336,"10/15/2020  12:41:11 PM","Welfare Concern","No Report","Salazar, Linda","1201 Thorpe Ln"
"25434",200000054339,"10/15/2020  12:57:52 PM","Accident - Minor","Cancelled","","Thorpe Ln/Aquarena Springs Dr"
"25435",200000054340,"10/15/2020  1:18:34 PM","Theft","Refer To COPR","Sembera, Jeremy","1015 Hwy 80"
"25436",200000054343,"10/15/2020  1:50:35 PM","Civil Standby","No Report","Salazar, Linda","100 Mandalay Ln"
"25437",200000054346,"10/15/2020  1:57:09 PM","Welfare Concern","No Report","Saavedra, Tim","1351 Sadler Dr"
"25438",200000054351,"10/15/2020  2:13:54 PM","Theft","Refer To COPR","Sembera, Jeremy","903 N IH 35"
"25439",200000054352,"10/15/2020  2:15:00 PM","Suicidal Person","No Report","Sheridan, Grant","200blk Dieter Dr"
"25440",200000054355,"10/15/2020  2:32:44 PM","Information","Report","Davis, Colton","2300 S IH 35"
"25441",200000054361,"10/15/2020  3:02:19 PM","Theft","Citation Issued","Allen, Ashley","1015 Hwy 80"
"25442",200000054362,"10/15/2020  3:03:53 PM","Child Custody","No Report","Allen, Ashley","1805 Peter Garza St"
"25443",200000054366,"10/15/2020  3:16:09 PM","Disturbance - Phys/Fight","No Report","Salazar, Linda","650 River Rd"
"25444",200000054368,"10/15/2020  3:24:48 PM","Disturbance - Phys/Fight","No Report","Allen, Ashley","1525 Aquarena Springs Dr"
"25445",200000054370,"10/15/2020  3:29:46 PM","Mental Health Invest","Report","Allen, Ashley","1117 San Marcos Pkwy"
"25446",200000054372,"10/15/2020  4:14:13 PM","Mental Health Invest","No Report","Crum, Tyler","1100blk Esplanade Pkwy"
"25447",200000054374,"10/15/2020  4:24:23 PM","Disturbance - Verbal","No Report","Allen, Ashley","1250 Sadler Dr"
"25448",200000054376,"10/15/2020  4:34:45 PM","Suicidal Person","Report","Crum, Tyler","200blk Dieter Dr"
"25449",200000054377,"10/15/2020  4:38:48 PM","Mental Health Invest","Report","Sheridan, Grant","1301 Wonder World Dr"
"25450",200000054378,"10/15/2020  4:42:03 PM","Threat","Refer To COPR","Wisener, Andrew","2300 S IH 35"
"25451",200000054379,"10/15/2020  4:49:16 PM","Attempt to Locate","Unfounded","Allen, Ashley","Hunter Rd/E McCarty Ln"
"25452",200000054380,"10/15/2020  4:56:34 PM","Accident - Major/Injury","No Report","Tureaud, Benjamin","927 Hwy 80"
"25453",200000054382,"10/15/2020  5:10:58 PM","Information","No Report","","2300 S IH 35"
"25454",200000054384,"10/15/2020  5:29:22 PM","Attempt to Locate","Unfounded","","Hwy 123/Rattler Rd"
"25455",200000054386,"10/15/2020  5:53:44 PM","Attempt to Locate","No Report","","Hwy 123/Monterrey Oak"
"25456",200000054387,"10/15/2020  6:05:38 PM","Disturbance - Verbal","No Report","Tureaud, Benjamin","1101   Thorpe Ln"
"25457",200000054388,"10/15/2020  6:07:07 PM","Welfare Concern","No Report","Cope, John","700blk Sturgeon Dr"
"25458",200000054390,"10/15/2020  6:14:56 PM","Criminal Mischief","Report","Bonfantini, Bart","612 W Hopkins St"
"25459",200000054391,"10/15/2020  6:19:06 PM","Attempt to Locate","No Report","","198 NB"
"25460",200000054394,"10/15/2020  6:44:46 PM","Attempt to Locate","No Report","","200 NB"
"25461",200000054397,"10/15/2020  6:54:23 PM","Wanted Person","No Report","Tureaud, Benjamin","1650 River Rd"
"25462",200000054399,"10/15/2020  7:01:15 PM","Public Assist","Refer To COPR","Wisener, Andrew","2300 S IH 35"
"25463",200000054401,"10/15/2020  7:11:01 PM","Attempt to Locate","Cancelled","","205 NB"
"25464",200000054402,"10/15/2020  7:13:17 PM","Suspicious Vehicle","No Report","Bonfantini, Bart","W San Antonio St/Olive St"
"25465",200000054407,"10/15/2020  7:46:06 PM","Disturbance - Verbal","No Report","Lobo, Kyle","201 Telluride St"
"25466",200000054412,"10/15/2020  8:15:49 PM","Investigation","No Report","Gonzales, Gavin","1111 Avalon Ave"
"25467",200000054416,"10/15/2020  8:29:32 PM","Disturbance - Phys/Fight","No Report","Bennett, Caitlyn","1650 River Rd"
"25468",200000054417,"10/15/2020  8:31:07 PM","Suicidal Person","Report","Crum, Tyler","100blk Wild Plum"
"25469",200000054421,"10/15/2020  8:57:11 PM","Discharged Firearm","No Report","Lobo, Kyle","426 Linda Dr"
"25470",200000054423,"10/15/2020  8:58:21 PM","Disturbance - Noise","Verbal Warning","McGee, Miranda","1476 E McCarty Ln"
"25471",200000054424,"10/15/2020  9:03:11 PM","Narcotics/Information","Verbal Warning","Willdigg, Lucas","1150 E River Ridge Pkwy"
"25472",200000054427,"10/15/2020  9:15:59 PM","Investigation","No Report","Verver, Elias","2300 S IH 35"
"25473",200000054428,"10/15/2020  9:18:32 PM","Flagged Down","No Report","Crook, Daniel","2050 S IH 35"
"25474",200000054431,"10/15/2020  9:26:14 PM","Suicidal Person","No Report","Lobo, Kyle","435 N Comanche St"
"25475",200000054432,"10/15/2020  9:40:15 PM","Information","No Report","","2300 S IH 35"
"25476",200000054434,"10/15/2020  9:53:28 PM","Welfare Concern","No Report","Crum, Tyler","1301 Wonder World Dr"
"25477",200000054437,"10/15/2020  10:11:53 PM","Theft","Cancelled","Seals, Bradley","1201 Hwy 80"
"25478",200000054438,"10/15/2020  10:20:18 PM","Public Lewdness","Arrest","Lobo, Kyle","E Grove St/S C M Allen Pkwy"
"25479",200000054439,"10/15/2020  10:25:06 PM","Harassment","No Report","Tureaud, Benjamin","1629 Post Rd"
"25480",200000054441,"10/15/2020  11:00:27 PM","Disturbance - Noise","Verbal Warning","Willdigg, Lucas","1150 E River Ridge Pkwy"
"25481",200000054442,"10/15/2020  11:08:11 PM","Accident - Unknown","Report","Crum, Tyler","1800blk River Rd"
"25482",200000054444,"10/15/2020  11:15:47 PM","Accident - Minor","No Contact","Gonzales, Gavin","1015 Hwy 80"
"25483",200000054451,"10/16/2020  12:05:07 AM","Disturbance - Phys/Fight","No Report","Bonfantini, Bart","702 Bracewood Cir"
"25484",200000054457,"10/16/2020  12:32:05 AM","Burglary - Habitation","No Report","Willdigg, Lucas","201 Telluride St"
"25485",200000054462,"10/16/2020  1:08:27 AM","Trespassing/Unwanted","No Report","Willdigg, Lucas","1619 N IH 35"
"25486",200000054464,"10/16/2020  1:09:40 AM","Suspicious Vehicle","No Report","Gonzales, Gavin","600blk Lime Kiln Rd"
"25487",200000054465,"10/16/2020  1:13:16 AM","Flagged Down","No Report","Willdigg, Lucas","1901 N IH 35"
"25488",200000054466,"10/16/2020  1:40:54 AM","Suspicious Vehicle","No Report","Lobo, Kyle","155 Wonder World Dr"
"25489",200000054467,"10/16/2020  1:50:42 AM","Foot Patrol","No Report","Lobo, Kyle","W San Antonio St/Guadalupe St"
"25490",200000054468,"10/16/2020  1:53:12 AM","Investigation","Warning","Lobo, Kyle","124 N LBJ Dr"
"25491",200000054469,"10/16/2020  1:53:34 AM","Suicidal Person","No Report","Bennett, Caitlyn","705 River Rd"
"25492",200000054470,"10/16/2020  1:54:00 AM","Disturbance - Phys/Fight","No Report","Bonfantini, Bart","1402 Brown St"
"25493",200000054471,"10/16/2020  2:05:11 AM","Assist Outside Agency","No Report","Sarver, Stephen","1940 High Rd"
"25494",200000054473,"10/16/2020  2:09:26 AM","Disturbance - Verbal","No Report","Lobo, Kyle","100 W Hopkins St"
"25495",200000054474,"10/16/2020  2:09:51 AM","Attempt to Locate","No Report","Verver, Elias","S LBJ Dr/Cheatham St"
"25496",200000054475,"10/16/2020  2:16:47 AM","Accident - Major/Injury","Report","Crum, Tyler","1400 Clarewood Dr"
"25497",200000054476,"10/16/2020  2:17:51 AM","Disturbance - Verbal","No Report","McGee, Miranda","N LBJ Dr/E Hopkins St"
"25498",200000054478,"10/16/2020  2:31:21 AM","Disturbance - Verbal","No Report","","N LBJ Dr/E Hopkins St"
"25499",200000054480,"10/16/2020  2:46:17 AM","Attempt to Locate","No Report","","207 SB"
"25500",200000054481,"10/16/2020  2:50:11 AM","Vehicle Theft","No Report","Gonzales, Gavin","1415 Craddock Ave"
"25501",200000054483,"10/16/2020  3:10:37 AM","Welfare Concern","No Report","Bennett, Caitlyn","705 River Rd"
"25502",200000054485,"10/16/2020  3:35:48 AM","Accident - Hit and Run","No Report","Seals, Bradley","5101 S IH 35"
"25503",200000054490,"10/16/2020  4:04:35 AM","Suspicious Vehicle","No Report","Gonzales, Gavin","3939 S IH 35"
"25504",200000054496,"10/16/2020  4:56:40 AM","Suspicious Vehicle","No Report","Lobo, Kyle","102 Knox St"
"25505",200000054503,"10/16/2020  6:14:03 AM","Sexual Assault","Citation Issued","Perkins, Jordan","100blk Crest Dr"
"25506",200000054504,"10/16/2020  7:08:56 AM","Fraud","Ref Oth Agncy","Begwin, Luke","2300 S IH 35"
"25507",200000054505,"10/16/2020  7:50:51 AM","Directed/Area Enforcement","No Report","Charleswell, Eric","1300 Girard Ave"
"25508",200000054511,"10/16/2020  8:24:43 AM","Directed/Area Enforcement","No Report","Perkins, Jordan","2601 Rattler Rd"
"25509",200000054512,"10/16/2020  8:25:16 AM","Traffic Incident General","No Report","Perkins, Jordan","Posey Rd/E Access Rd"
"25510",200000054517,"10/16/2020  8:56:30 AM","Attempt to Locate","No Report","Daenzer, Matthew","W Access Rd/S Guadalupe St"
"25511",200000054518,"10/16/2020  8:59:14 AM","Mental Health Invest","No Report","Begwin, Luke","100blk Mandalay Ln"
"25512",200000054519,"10/16/2020  9:09:56 AM","Burglary - Vehicle","Refer To COPR","Begwin, Luke","1975 Aquarena Springs Dr"
"25513",200000054525,"10/16/2020  9:59:33 AM","Supplement","No Report","Davis, Colton","400BLK Linda Dr"
"25514",200000054526,"10/16/2020  10:04:01 AM","Public Assist","No Report","Lowrie, Hollie","211 W Grove St"
"25515",200000054530,"10/16/2020  10:23:37 AM","Investigation","No Report","Nevarez, Phillip","1301 Hwy 123"
"25516",200000054531,"10/16/2020  10:25:56 AM","Accident - Hit and Run","No Report","Perkins, Jordan","200 NB"
"25517",200000054532,"10/16/2020  10:26:06 AM","Welfare Concern","No Report","Allen, Ashley","2913 Hunter Rd"
"25518",200000054533,"10/16/2020  10:40:21 AM","Welfare Concern","Arrest","Daenzer, Matthew","4015 S IH 35"
"25519",200000054535,"10/16/2020  10:43:33 AM","Welfare Concern","Report","Allen, Ashley","112 Ladybird Ln"
"25520",200000054536,"10/16/2020  10:58:05 AM","Mental Health Invest","Report","Bender, Joyce","100blk Mandalay Ln"
"25521",200000054540,"10/16/2020  11:06:50 AM","Attempt to Locate","No Report","Davis, Colton","2300 S IH 35"
"25522",200000054548,"10/16/2020  11:57:31 AM","Criminal Mischief","No Report","Davis, Colton","1111 Avalon Ave"
"25523",200000054549,"10/16/2020  12:00:22 PM","Disturbance - Phys/Fight","Report","Nevarez, Phillip","1301 Hwy 123"
"25524",200000054551,"10/16/2020  12:14:40 PM","Criminal Mischief","No Report","Begwin, Luke","170 Horse Shoe Bend Rd"
"25525",200000054552,"10/16/2020  12:37:56 PM","Disturbance - Verbal","Report","Perkins, Jordan","3415 Hunter Rd"
"25526",200000054554,"10/16/2020  12:49:23 PM","Supplement","No Report","Begwin, Luke","1111 Avalon Ave"
"25527",200000054557,"10/16/2020  1:12:33 PM","Welfare Concern","No Report","Charleswell, Eric","1506 S IH 35"
"25528",200000054559,"10/16/2020  1:23:00 PM","Mental Health Invest","No Report","Bender, Joyce","215 S Reimer Ave"
"25529",200000054560,"10/16/2020  1:24:34 PM","Attempt to Locate","No Report","","202 NB"
"25530",200000054561,"10/16/2020  1:41:32 PM","Disturbance - Noise","Unfounded","Daenzer, Matthew","314 E Hutchison St"
"25531",200000054563,"10/16/2020  1:55:46 PM","Fraud","Report","Daenzer, Matthew","1290 Wonder World Dr"
"25532",200000054567,"10/16/2020  2:05:10 PM","Theft","Citation Issued","Begwin, Luke","1350 Leah Ave"
"25533",200000054570,"10/16/2020  2:15:57 PM","Accident - Minor","Report","Scott, Charles","1628 Aquarena Springs Dr"
"25534",200000054572,"10/16/2020  2:56:30 PM","Accident - Major/Injury","Report","Allen, Ashley","700 Barnes Dr"
"25535",200000054579,"10/16/2020  4:16:22 PM","Accident - Hit and Run","Report","Scott, Charles","Cheatham St/Fields"
"25536",200000054581,"10/16/2020  4:37:49 PM","Disturbance - Phys/Fight","No Report","Loring, Elizabeth","800 N LBJ Dr"
"25537",200000054583,"10/16/2020  4:43:51 PM","Accident - Minor","No Report","","137934 SW SECTOR - VERIZON WIRELESSON WI"
"25538",200000054584,"10/16/2020  4:47:55 PM","Child Custody","No Report","Cormier, Jayson","301 Foxtail Run"
"25539",200000054585,"10/16/2020  4:48:25 PM","Accident - Minor","Ref Oth Agncy","Perkins, Jordan","Hwy 123/Redwood Rd"
"25540",200000054586,"10/16/2020  4:55:52 PM","Accident - Minor","Report","Sarver, Stephen","Dutton Dr/Wonder World Dr"
"25541",200000054587,"10/16/2020  5:05:06 PM","Trespassing/Unwanted","No Report","Gonzales, Gavin","1109 San Marcos Pkwy"
"25542",200000054590,"10/16/2020  5:19:30 PM","Trespassing/Unwanted","No Report","Loring, Elizabeth","518 S Guadalupe St"
"25543",200000054592,"10/16/2020  5:32:40 PM","Disturbance - Phys/Fight","Arrest","Perkins, Jordan","1271 Sadler Dr"
"25544",200000054593,"10/16/2020  5:37:11 PM","Child Custody","No Report","","1203 Barbara Dr"
"25545",200000054597,"10/16/2020  5:54:01 PM","Attempt to Locate","No Report","","200 NB"
"25546",200000054598,"10/16/2020  5:54:50 PM","Attempt to Locate","No Report","Larivee, Thomas","200 NB"
"25547",200000054599,"10/16/2020  6:13:22 PM","Directed/Area Enforcement","No Report","Gonzales, Gavin","1300 Blk River Rd"
"25548",200000054600,"10/16/2020  6:20:56 PM","Public Assist","No Report","Larivee, Thomas","1000 Uhland Rd"
"25549",200000054601,"10/16/2020  6:27:51 PM","Information","Ref Oth Agncy","","Centerpoint Rd/RR Tracks"
"25550",200000054604,"10/16/2020  6:39:43 PM","Assist Outside Agency","No Report","Loring, Elizabeth","2913 Hunter Rd"
"25551",200000054607,"10/16/2020  6:47:53 PM","Disturbance - Verbal","No Report","Morenz, Darby","219 Johns St"
"25552",200000054608,"10/16/2020  6:49:23 PM","Public Assist","No Report","Gonzales, Gavin","1001 Hwy 80"
"25553",200000054610,"10/16/2020  7:02:21 PM","Civil Standby","No Report","Bennett, Caitlyn","715 Allen St"
"25554",200000054611,"10/16/2020  7:03:42 PM","Disturbance - Noise","Not Verified","Loring, Elizabeth","119 Bandera St"
"25555",200000054612,"10/16/2020  7:19:47 PM","Disturbance - Verbal","No Report","Foster, Norman","1101 Thorpe Ln"
"25556",200000054613,"10/16/2020  7:26:17 PM","Community Contact","No Report","Bennett, Caitlyn","211 Lee St"
"25557",200000054619,"10/16/2020  7:37:47 PM","Civil Standby","Multiple Arrest","Loring, Elizabeth","1250 N IH 35"
"25558",200000054623,"10/16/2020  8:13:07 PM","Investigation","No Report","Collier, Greg","2300 S IH 35"
"25559",200000054624,"10/16/2020  8:22:45 PM","Information","No Report","","2300 S IH 35"
"25560",200000054626,"10/16/2020  8:42:53 PM","Disturbance - Noise","No Contact","Bennett, Caitlyn","102 Knox St"
"25561",200000054627,"10/16/2020  9:06:22 PM","Investigation","No Report","Collier, Greg","100 Blk Uhland"
"25562",200000054628,"10/16/2020  9:13:12 PM","Attempt to Locate","No Report","","Hwy 80/River Rd"
"25563",200000054629,"10/16/2020  9:20:33 PM","Attempt to Locate","No Report","","Hughson Ct/Craddock Ave"
"25564",200000054631,"10/16/2020  9:23:34 PM","Accident - Hit and Run","No Report","Mueller, Justin","200 NB"
"25565",200000054632,"10/16/2020  9:32:18 PM","Disturbance - Noise","Unfounded","Williamson, Jamie","300blk Saltillo St"
"25566",200000054633,"10/16/2020  9:35:21 PM","Fireworks","Unfounded","Gonzales, Gavin","Hwy 123/Rattler Rd"
"25567",200000054634,"10/16/2020  9:42:35 PM","Investigation","No Report","Dehkordi, John","1111 Avalon Ave"
"25568",200000054638,"10/16/2020  10:16:04 PM","Attempt to Locate","No Contact","Dehkordi, John","Aquarena Springs Dr/Eastwood St"
"25569",200000054639,"10/16/2020  10:18:28 PM","Unsecured/Open Building","No Report","Collier, Greg","2525 S IH 35"
"25570",200000054642,"10/16/2020  10:44:37 PM","Welfare Concern","No Report","Poorboy, Duwayne","132 Tulip Garden Trl"
"25571",200000054644,"10/16/2020  10:57:11 PM","Welfare Concern","No Report","Foster, Norman","926 Silo St"
"25572",200000054645,"10/16/2020  11:06:25 PM","Attempt to Locate","Ref Oth Agncy","","EXIT 204A SB"
"25573",200000054646,"10/16/2020  11:09:46 PM","Disturbance - Noise","Report","Foster, Norman","1111 Avalon Ave"
"25574",200000054647,"10/16/2020  11:20:21 PM","Public Assist","Ignore","","1805 N IH 35"
"25575",200000054649,"10/16/2020  11:22:50 PM","Unsecured/Open Building","No Report","Bennett, Caitlyn","810 S Stagecoach Trl"
"25576",200000054650,"10/16/2020  11:23:54 PM","Suspicious Vehicle","Verbal Warning","Myers, Sam","1751 Valencia Way"
"25577",200000054651,"10/16/2020  11:26:23 PM","Disturbance - Noise","Verbal Warning","Williamson, Jamie","1005 Conway Dr"
"25578",200000054657,"10/16/2020  11:47:23 PM","Discharged Firearm","Ref Oth Agncy","","135 Palermo Dr"
"25579",200000054658,"10/16/2020  11:48:53 PM","Threat","No Report","Dehkordi, John","1629 Post Rd"
"25580",200000054662,"10/16/2020  11:54:34 PM","Trespassing/Unwanted","Verbal Warning","Mueller, Justin","109 West Ave"
"25581",200000054663,"10/17/2020  12:02:05 AM","Disturbance - Noise","Not Verified","Collier, Greg","1271 Sadler Dr"
"25582",200000054666,"10/17/2020  12:18:03 AM","Welfare Concern","No Report","Foster, Norman","1321 N IH 35"
"25583",200000054669,"10/17/2020  12:27:01 AM","Accident - Minor","No Report","Dehkordi, John","201 Telluride St"
"25584",200000054671,"10/17/2020  12:37:51 AM","Suspicious Vehicle","No Report","Gonzales, Gavin","River Rd/RR Trestle"
"25585",200000054672,"10/17/2020  12:43:15 AM","Welfare Concern","No Report","Bennett, Caitlyn","617 Clyde Ct"
"25586",200000054673,"10/17/2020  12:45:21 AM","Accident - Major/Injury","Multiple Arrest","Williamson, Jamie","5700 S IH 35"
"25587",200000054674,"10/17/2020  12:46:03 AM","Disturbance - Phys/Fight","Report","Foster, Norman","339 N Guadalupe St"
"25588",200000054676,"10/17/2020  12:57:34 AM","Disturbance - Phys/Fight","No Contact","Dehkordi, John","401 N LBJ Dr"
"25589",200000054677,"10/17/2020  12:57:50 AM","Accident - Minor","Unfounded","","Concho St/N LBJ Dr"
"25590",200000054678,"10/17/2020  1:00:37 AM","Attempt to Locate","No Report","","N LBJ Dr/Sessom Dr"
"25591",200000054679,"10/17/2020  1:10:35 AM","Suspicious Vehicle","No Report","Bennett, Caitlyn","736 Oscar Smith Ave"
"25592",200000054680,"10/17/2020  1:14:51 AM","Disturbance - Noise","Cancelled","","201 Telluride St"
"25593",200000054681,"10/17/2020  1:16:34 AM","Investigation","No Report","Myers, Sam","138 S LBJ Dr"
"25594",200000054684,"10/17/2020  1:27:22 AM","Disturbance - Noise","Unfounded","Collier, Greg","518 Linda Dr"
"25595",200000054686,"10/17/2020  1:28:12 AM","Foot Patrol","No Report","Collier, Greg","E Hopkins St/N Guadalupe St"
"25596",200000054687,"10/17/2020  1:29:43 AM","Suspicious Person","No Report","Dehkordi, John","1201 Thorpe Ln"
"25597",200000054689,"10/17/2020  1:53:21 AM","Investigation","No Report","Gonzales, Gavin","1111 Avalon Ave"
"25598",200000054691,"10/17/2020  1:55:08 AM","Disturbance - Noise","Unfounded","Collier, Greg","Horsemint Way/Sage Meadows Dr"
"25599",200000054693,"10/17/2020  2:05:31 AM","Assist Outside Agency","No Report","Mueller, Justin","1320 Hwy 123"
"25600",200000054694,"10/17/2020  2:10:33 AM","Suspicious Vehicle","No Report","Gonzales, Gavin","100 Carlson Cir"
"25601",200000054696,"10/17/2020  2:22:26 AM","Suspicious Vehicle","No Report","Mueller, Justin","4015 S IH 35"
"25602",200000054698,"10/17/2020  2:37:51 AM","Accident - Minor","Arrest","Foster, Norman","101 Concho St"
"25603",200000054699,"10/17/2020  2:42:02 AM","Disturbance - Noise","No Report","","201 Telluride St"
"25604",200000054700,"10/17/2020  2:56:09 AM","Assault - Aggravated","Report","Collier, Greg","1301 Wonder World Dr"
"25605",200000054701,"10/17/2020  3:05:07 AM","Assist Outside Agency","Cancelled","Gonzales, Gavin","1004 Hwy 123"
"25606",200000054703,"10/17/2020  3:10:32 AM","Trespassing/Unwanted","No Report","Gonzales, Gavin","1004 Hwy 123"
"25607",200000054705,"10/17/2020  3:24:10 AM","Disturbance - Noise","Not Verified","Loring, Elizabeth","1415 Craddock Ave"
"25608",200000054709,"10/17/2020  3:48:50 AM","Accident - Unknown","No Report","Williamson, Jamie","1200blk Gravel St"
"25609",200000054710,"10/17/2020  3:49:32 AM","Disturbance - Noise","Not Verified","Loring, Elizabeth","1701 Mill St"
"25610",200000054711,"10/17/2020  3:59:25 AM","Burglary - Habitation","No Report","Loring, Elizabeth","1701 Mill St"
"25611",200000054712,"10/17/2020  4:02:16 AM","Disturbance - Verbal","Warning","Loring, Elizabeth","1004 Hwy 123"
"25612",200000054713,"10/17/2020  4:24:11 AM","Welfare Concern","Arrest","Williamson, Jamie","1105 N IH 35"
"25613",200000054714,"10/17/2020  4:32:13 AM","Suspicious Circumstances","No Report","Loring, Elizabeth","1351 Thorpe Ln"
"25614",200000054716,"10/17/2020  4:39:52 AM","Theft","No Report","Gonzales, Gavin","1200 Hwy 80"
"25615",200000054717,"10/17/2020  5:48:51 AM","Assist Outside Agency","No Report","Royston, Daniel","1523 Old Ranch Road 12"
"25616",200000054721,"10/17/2020  7:31:04 AM","Assist Outside Agency","No Report","Perkins, Jordan","1001 E McCarty Ln"
"25617",200000054725,"10/17/2020  8:11:17 AM","Attempt to Locate","Unfounded","","204 SB"
"25618",200000054727,"10/17/2020  8:28:43 AM","Suspicious Circumstances","No Report","Perkins, Jordan","903 N IH 35"
"25619",200000054730,"10/17/2020  8:46:21 AM","Assist Outside Agency","No Report","Perkins, Jordan","1350 Sadler Dr"
"25620",200000054733,"10/17/2020  9:27:52 AM","Disturbance - Verbal","No Report","Daenzer, Matthew","1951 Hunter Rd"
"25621",200000054736,"10/17/2020  10:08:52 AM","Vehicle Theft","No Report","Begwin, Luke","111 Avalon Ave"
"25622",200000054737,"10/17/2020  10:10:54 AM","Trespassing/Unwanted","No Report","Fischer, Vincent","1200 Hwy 80"
"25623",200000054740,"10/17/2020  10:20:00 AM","Investigation","Verbal Warning","Perkins, Jordan","Hwy 123/E Access Rd"
"25624",200000054741,"10/17/2020  10:20:33 AM","Death Investigation","No Report","","1900 Medical Pkwy"
"25625",200000054743,"10/17/2020  10:36:03 AM","Harassment","Report","Begwin, Luke","1354 Thorpe Ln"
"25626",200000054744,"10/17/2020  10:40:21 AM","Sexual Assault","Report","Perkins, Jordan","1301 Wonder World Dr"
"25627",200000054746,"10/17/2020  11:07:00 AM","Attempt to Locate","Ref Oth Agncy","","198 SB"
"25628",200000054747,"10/17/2020  11:13:45 AM","Attempt to Locate","No Contact","Scott, Charles","N LBJ Dr/Sessom Dr"
"25629",200000054748,"10/17/2020  11:35:58 AM","Accident - Minor","Blue Form Issue","Daenzer, Matthew","1415 Craddock Ave"
"25630",200000054750,"10/17/2020  12:18:41 PM","Information","No Report","","900BLK Peques St"
"25631",200000054760,"10/17/2020  1:12:06 PM","Information","No Report","","658 Mill St"
"25632",200000054761,"10/17/2020  1:18:55 PM","Suicidal Person","No Report","Begwin, Luke","658 Mill St"
"25633",200000054762,"10/17/2020  1:51:50 PM","Trespassing/Unwanted","Warning","Perkins, Jordan","2521 S IH 35"
"25634",200000054764,"10/17/2020  2:06:05 PM","Disturbance - Noise","No Report","Begwin, Luke","300blk E Hutchison St"
"25635",200000054769,"10/17/2020  2:19:14 PM","Mental Health Invest","Report","Begwin, Luke","2041 S IH 35"
